feature	V1	V2	cluster	mean	NrOfGenes	x	y	z	week	part	nrOfVariableGenes	nrOfClusters
22_4_360_6	18.0262827599191	-0.596541339065322	3	2.39576605669178	2787	22	4	360	6	None	-1	3
22_4_520_6	13.7048365791922	10.3636185418595	3	2.40291607396871	2812	22	4	520	6	None	-1	3
22_4_521_6	15.9440987234472	12.0593302861514	3	2.70177998249198	3427	22	4	521	6	None	-1	3
22_4_675_6	8.64976469902365	-22.9832439988242	3	2.20267260579065	1796	22	4	675	6	None	-1	3
22_5_360_6	5.24826746428414	-8.64960673655747	3	1.91328560063644	1257	22	5	360	6	None	-1	3
22_5_520_6	10.6512272963147	-5.97698954392536	3	2.04758713136729	1492	22	5	520	6	None	-1	3
22_5_521_6	12.1244457541897	-0.690792504398058	3	2.13229571984436	1799	22	5	521	6	HopX	-1	3
22_5_675_6	-0.897265999595676	-6.06224526388941	3	1.64334470989761	586	22	5	675	6	None	-1	3
22_6_360_6	9.22012820252098	-19.7656816655784	3	2.05835380835381	1628	22	6	360	6	None	-1	3
22_6_520_6	12.1196104966007	-0.348602575180218	3	2.15331196581197	1872	22	6	520	6	None	-1	3
22_6_521_6	13.1038984265791	3.84614132420141	3	2.35630965005302	1886	22	6	521	6	None	-1	3
22_6_675_6	-7.179380026677	-0.553662812467993	2	1.80683156654888	849	22	6	675	6	None	-1	3
22_7_360_6	0.134945011287659	-19.1501512129688	2	1.94239482200647	1545	22	7	360	6	None	-1	3
22_7_520_6	11.909999006886	-9.63053513717041	3	2.12308452792882	2023	22	7	520	6	None	-1	3
22_7_521_6	14.4961111005412	-4.05519950560719	3	2.33799301048427	2003	22	7	521	6	None	-1	3
22_7_675_6	2.2003752811787	-2.46362327156572	3	1.73318129988598	877	22	7	675	6	None	-1	3
22_8_360_6	6.37961404563705	-4.26747728230141	3	2.19236417033774	1362	22	8	360	6	HopX	-1	3
22_8_520_6	6.83525786067262	-13.2418120605631	3	2.08282208588957	1630	22	8	520	6	None	-1	3
22_8_521_6	14.0218957632891	-13.8033685227575	3	2.37731871838111	2372	22	8	521	6	None	-1	3
22_8_675_6	1.35825234021954	1.3267638146932	3	2.2088285229202	2356	22	8	675	6	None	-1	3
22_9_360_6	12.141078206162	3.42499107593551	3	2.31693423096841	1931	22	9	360	6	None	-1	3
22_9_520_6	13.8795838002101	11.1923516272744	3	2.66321243523316	2895	22	9	520	6	HopX	-1	3
22_9_521_6	15.4666122236363	8.32996137145778	3	2.41246476667711	3193	22	9	521	6	HopX	-1	3
22_9_675_6	-0.140511460218596	-22.3147137164783	3	1.91605839416058	1918	22	9	675	6	None	-1	3
23_10_360_6	10.1617382495015	-18.6986240798973	3	1.94813119755912	1311	23	10	360	6	None	-1	3
23_10_520_6	4.27293624793316	-3.98826909587627	3	1.94575799721836	1438	23	10	520	6	None	-1	3
23_10_521_6	-3.74449841611023	-10.4539379737082	2	1.9	1810	23	10	521	6	None	-1	3
23_10_675_6	-3.92221414016131	-10.2871093846836	2	1.63154016212233	1357	23	10	675	6	None	-1	3
23_11_360_6	7.19537726104113	-4.88285306130533	3	2.09109042553191	1504	23	11	360	6	None	-1	3
23_11_520_6	-4.38656764725513	13.5982031678652	1	1.92013552758955	2066	23	11	520	6	None	-1	3
23_11_521_6	-3.68261375059933	9.86941562664091	1	2.02709014479215	2141	23	11	521	6	None	-1	3
23_11_675_6	-26.3418237321412	-6.61561777419674	2	2.29978586723769	1401	23	11	675	6	None	-1	3
23_12_360_6	8.72978604311351	-10.9936600239825	3	2.08058608058608	1638	23	12	360	6	None	-1	3
23_12_520_6	-3.77068901760248	9.41947853690843	1	1.7305	2000	23	12	520	6	None	-1	3
23_12_521_6	-0.0841542084904436	9.95238145375629	1	1.74937841869717	2011	23	12	521	6	HopX	-1	3
23_13_360_6	-0.46823266357705	-20.8103655119812	3	1.88993710691824	1908	23	13	360	6	None	-1	3
23_13_520_6	-0.812266408091949	5.59738683814558	1	1.75817307692308	2080	23	13	520	6	None	-1	3
23_13_521_6	-4.37467228818867	9.45679933220021	1	1.85885057471264	2175	23	13	521	6	None	-1	3
23_13_675_6	-5.43233227827387	-11.2999958336379	2	2.12655367231638	885	23	13	675	6	None	-1	3
23_14_360_6	-15.5127946768615	7.19797481305804	1	2.09235294117647	1700	23	14	360	6	None	-1	3
23_14_520_6	-13.6733690408751	8.00804739622673	1	1.64148253741981	1403	23	14	520	6	None	-1	3
23_14_675_6	-8.05900998098545	5.13090010954308	1	1.76477024070022	914	23	14	675	6	None	-1	3
23_15_360_6	-3.3945773737446	14.2252525726307	1	1.99475383373688	2478	23	15	360	6	None	-1	3
23_15_521_6	-8.91621551684112	-0.884744762951484	1	1.79210526315789	1520	23	15	521	6	HopX	-1	3
23_15_675_6	-7.79655091865443	15.6757497332077	1	2.11027756939235	2666	23	15	675	6	None	-1	3
23_16_360_6	-3.84296432835649	13.937934232951	1	1.91945360339143	2123	23	16	360	6	None	-1	3
23_16_520_6	-13.6112456337145	-9.6196792612313	2	1.85257731958763	1940	23	16	520	6	None	-1	3
23_16_521_6	-9.13094713483103	-11.2844412207004	2	1.76184459886292	1583	23	16	521	6	None	-1	3
23_16_675_6	-6.05404838669144	14.3742243482317	1	1.91061452513966	1969	23	16	675	6	None	-1	3
23_17_360_6	-25.5436939184572	-2.86058111499681	2	2.7940470475276	2083	23	17	360	6	None	-1	3
23_17_520_6	-13.0893802308649	-3.00410739266326	2	1.86755250750107	2333	23	17	520	6	None	-1	3
23_17_521_6	-14.3946107581882	-4.93172177399566	2	1.81464646464646	1980	23	17	521	6	None	-1	3
23_18_360_6	-25.2496358899251	-8.01465164760212	2	2.89902002556455	2347	23	18	360	6	None	-1	3
23_19_200_6	-18.703012434481	-3.06826989632865	2	2.43035143769968	3130	23	19	200	6	HopX	-1	3
23_19_360_6	-10.6323613510404	15.5308354015532	1	1.88935944944415	1889	23	19	360	6	None	-1	3
23_20_360_6	-9.52502233735162	20.4469624415382	1	2.14478003939593	3046	23	20	360	6	None	-1	3
23_21_200_6	-21.133572044045	0.43250345341114	2	3.32837528604119	4370	23	21	200	6	HopX	-1	3
23_22_200_6	-21.2789042157307	0.371805968286364	2	3.18367346938776	4263	23	22	200	6	None	-1	3
23_24_200_6	-5.7094465348054	18.7254697895269	1	2.03684210526316	3040	23	24	200	6	None	-1	3
23_25_1_6	-7.35297808664713	6.26901487559779	1	1.74156059767571	1807	23	25	1	6	None	-1	3
23_25_200_6	-6.16143221524369	19.4155784669552	1	2.22563176895307	3324	23	25	200	6	None	-1	3
23_26_0_6	-7.80280538052565	-20.3568083655607	2	1.96707105719237	1731	23	26	0	6	None	-1	3
23_26_200_6	-10.6586481026643	21.9936531514392	1	2.87202101707637	5329	23	26	200	6	None	-1	3
23_27_0_6	-5.26673567351869	-4.17493897014454	2	1.74137931034483	1218	23	27	0	6	None	-1	3
23_28_1_6	-6.74892849966539	16.7251621397777	1	2.194957490472	3411	23	28	1	6	Isl1	-1	3
23_2_360_6	4.88855236924828	-18.6272797811349	3	2.10445859872611	1570	23	2	360	6	HopX	-1	3
23_2_520_6	7.31574602798794	-5.58350751716292	3	1.7885331347729	1343	23	2	520	6	None	-1	3
23_2_521_6	6.73764975260205	-15.1421623119037	3	1.86154776299879	1654	23	2	521	6	None	-1	3
23_2_675_6	6.77380536927534	-14.904853058021	3	1.74059003051882	983	23	2	675	6	None	-1	3
23_30_0_6	-10.6288859337007	6.07673205343586	1	1.62996941896024	1308	23	30	0	6	None	-1	3
23_3_360_6	10.4094878024414	-19.6994119265281	3	2.09551886792453	1696	23	3	360	6	None	-1	3
23_3_520_6	9.85273724854078	-17.5686922518805	3	2.03331451157538	1771	23	3	520	6	None	-1	3
23_3_521_6	11.1929519762938	5.36516634506733	3	2.19538729329852	2298	23	3	521	6	None	-1	3
23_3_675_6	2.33538156859078	-5.96499215450763	3	1.76578411405295	982	23	3	675	6	None	-1	3
23_5_360_6	2.23741947645861	-23.8968338746395	2	1.97566765578635	1685	23	5	360	6	None	-1	3
23_5_520_6	12.5880278336234	-9.05521824179256	3	2.17815482502651	1886	23	5	520	6	None	-1	3
23_5_521_6	9.20065137491654	0.348751226174785	3	2.07018528916339	1781	23	5	521	6	None	-1	3
23_5_675_6	7.7763270016206	-9.90838635953981	3	1.91319751992914	1129	23	5	675	6	None	-1	3
23_6_360_6	5.51393328204559	-2.51700138110937	3	1.87135749822317	1407	23	6	360	6	None	-1	3
23_6_520_6	5.02432314566284	-10.8889114483867	3	1.90030441400304	1314	23	6	520	6	None	-1	3
23_6_521_6	3.92134491270161	-12.9802263258268	3	2.07352941176471	1292	23	6	521	6	None	-1	3
23_6_675_6	4.06668005569258	-12.5724421062597	3	1.87445414847162	916	23	6	675	6	None	-1	3
23_7_360_6	1.67509626777832	-13.5336535042153	2	1.96736292428198	1532	23	7	360	6	None	-1	3
23_7_520_6	-11.9557224143736	-1.09504918593222	2	2.01004394224733	1593	23	7	520	6	None	-1	3
23_7_521_6	10.6086502111328	2.13661789026842	3	2.05341246290801	1685	23	7	521	6	HopX	-1	3
23_7_675_6	8.07536966452621	-21.23867111232	3	2.07018927444795	1268	23	7	675	6	None	-1	3
23_8_360_6	8.35131664472706	2.11859660938367	3	2.13347236704901	1918	23	8	360	6	None	-1	3
23_8_520_6	9.51912105611573	2.24236252793435	3	2.21061946902655	1695	23	8	520	6	None	-1	3
23_8_521_6	17.9455078630725	-11.1873515130041	3	2.56115400243803	2461	23	8	521	6	None	-1	3
23_8_675_6	12.9120397960944	2.83487917579479	3	2.39969372128637	1959	23	8	675	6	None	-1	3
23_9_360_6	8.7123530626677	-6.31322011551616	3	1.93454545454545	1375	23	9	360	6	None	-1	3
23_9_520_6	7.86260296171457	-8.61379398634991	3	2.03810160427807	1496	23	9	520	6	HopX	-1	3
23_9_521_6	8.94314923572928	-10.2195035073105	3	2.13471502590674	1930	23	9	521	6	None	-1	3
23_9_675_6	8.71960940863839	-10.2005920971313	3	1.8300395256917	1265	23	9	675	6	None	-1	3
24_10_360_6	6.37010143522766	-13.3116638043618	3	2.18151815181518	1515	24	10	360	6	HopX	-1	3
24_10_520_6	-21.6226222093605	-7.05244841136327	2	2.07826086956522	1840	24	10	520	6	None	-1	3
24_10_521_6	8.70315732940364	3.20501696847301	3	2.09741176470588	2125	24	10	521	6	None	-1	3
24_10_675_6	-8.03960043176372	-5.58985527042393	2	1.77573822825219	1253	24	10	675	6	None	-1	3
24_11_360_6	7.16511742567663	-10.7468138151943	3	1.86204081632653	1225	24	11	360	6	None	-1	3
24_11_520_6	-25.297845041776	-7.25525626493573	2	2.59847522236341	1574	24	11	520	6	None	-1	3
24_11_521_6	-27.943172511142	-4.78081305728431	2	2.3493369913123	2187	24	11	521	6	None	-1	3
24_11_675_6	-24.4708840931278	-8.62378873156046	2	2.93411118737131	1457	24	11	675	6	None	-1	3
24_12_360_6	8.4568471733761	-11.4791400853048	3	2.11814859926918	1642	24	12	360	6	None	-1	3
24_12_520_6	-26.6413532497564	-2.9298337572735	2	2.33363188535602	2233	24	12	520	6	None	-1	3
24_12_521_6	-2.88733665168757	12.9205500773741	1	2.1036036036036	2886	24	12	521	6	None	-1	3
24_12_675_6	-6.32568057305452	-6.62062506164448	2	1.57586837294333	547	24	12	675	6	None	-1	3
24_13_360_6	2.86490753783093	4.71885662428792	3	1.97110374230223	2111	24	13	360	6	None	-1	3
24_13_520_6	-3.23490432317939	14.0837296136424	1	1.92481726418378	2873	24	13	520	6	None	-1	3
24_13_521_6	-2.65777686334721	14.9692080079202	1	2.27503052503052	3276	24	13	521	6	None	-1	3
24_14_360_6	1.50510445705901	6.05530928554083	3	1.60232408005165	1549	24	14	360	6	Isl1	-1	3
24_14_520_6	-15.0104842547172	8.73914327486979	1	1.90904716073147	2078	24	14	520	6	None	-1	3
24_14_521_6	-10.9676913714426	15.5915653136539	1	2.04448818897638	2540	24	14	521	6	None	-1	3
24_15_360_6	0.354585038564619	4.85527833206614	3	1.74878444084279	1851	24	15	360	6	None	-1	3
24_15_520_6	-11.2718214183503	14.3819318160875	1	1.96017316017316	2310	24	15	520	6	None	-1	3
24_15_521_6	-10.0411616191961	19.980225368556	1	2.26851538721677	2957	24	15	521	6	None	-1	3
24_15_675_6	-15.3389628602159	5.5210217035931	2	2.42379958246347	1437	24	15	675	6	None	-1	3
24_16_360_6	-13.6145181380168	12.5329982432921	1	1.9861693210394	2386	24	16	360	6	None	-1	3
24_16_520_6	-10.3819808865146	12.3525918952686	1	2.12837837837838	3700	24	16	520	6	None	-1	3
24_16_521_6	-9.19749343194017	12.3952678040449	1	1.90452261306533	2388	24	16	521	6	None	-1	3
24_17_360_6	-9.20141837118279	14.617177550785	1	1.7814969781497	2151	24	17	360	6	None	-1	3
24_18_200_6	4.30921006845655	12.4493940271602	3	2.07750631844987	2374	24	18	200	6	None	-1	3
24_18_360_6	-13.2898930177272	13.3223597220456	1	1.99185946872322	2334	24	18	360	6	None	-1	3
24_19_200_6	-18.8250614083156	-1.88038059930332	2	2.16131558339859	2554	24	19	200	6	None	-1	3
24_19_360_6	-15.0589804910939	11.372223484754	1	1.80836421386977	1889	24	19	360	6	None	-1	3
24_20_200_6	-23.8116455978213	-4.9578527991965	2	3.64749536178108	2695	24	20	200	6	None	-1	3
24_20_360_6	-12.2649609228584	11.3854488145737	1	1.87632671896631	2167	24	20	360	6	None	-1	3
24_21_200_6	-20.0822249223349	-1.88967273608204	2	2.9665452136469	3019	24	21	200	6	None	-1	3
24_24_200_6	-7.86331964169936	8.16643761828479	1	1.88497970230041	2217	24	24	200	6	None	-1	3
24_25_1_6	-12.1627652395555	-18.9443554360403	2	1.79650032404407	1543	24	25	1	6	None	-1	3
24_25_200_6	-6.2360239693653	19.2821137583862	1	2.10528031290743	3068	24	25	200	6	None	-1	3
24_26_1_6	-16.8162427637136	-11.5364850555811	2	2.69183120402633	2583	24	26	1	6	None	-1	3
24_26_200_6	-6.17042695664259	19.5725410911085	1	2.33878937615812	3238	24	26	200	6	HopX	-1	3
24_27_1_6	-9.83850073268075	-16.3403738760943	2	2.30940103133677	2521	24	27	1	6	None	-1	3
24_28_1_6	-6.95402835016403	14.7760848346089	1	1.78315262718932	2398	24	28	1	6	None	-1	3
24_29_1_6	-7.45436142404778	14.0120032689241	1	1.85590015128593	2644	24	29	1	6	None	-1	3
24_2_360_6	1.01537403540906	-17.9257154598124	3	2.0213996529786	1729	24	2	360	6	None	-1	3
24_2_520_6	11.4153107161343	-11.4946800914736	3	1.92941176470588	1700	24	2	520	6	None	-1	3
24_2_521_6	11.4525448781392	-16.0260209155611	3	2.07704829083017	1843	24	2	521	6	None	-1	3
24_3_360_6	12.1708325526417	-10.4405124370721	3	2.13782991202346	2046	24	3	360	6	HopX	-1	3
24_3_520_6	9.70151853981112	-6.49590994189795	3	2.07716701902748	1892	24	3	520	6	None	-1	3
24_3_521_6	9.38866855518587	3.23271008881336	3	2.1060008760403	2283	24	3	521	6	None	-1	3
24_3_675_6	-2.94878223780012	-13.5875205486571	2	1.6340160284951	1123	24	3	675	6	None	-1	3
24_4_360_6	9.00804193798668	-0.688829085813986	3	2.03646934460888	1892	24	4	360	6	None	-1	3
24_4_520_6	11.2589647406107	-19.5019327806938	3	2.10781078107811	1818	24	4	520	6	None	-1	3
24_4_521_6	-16.6192253182549	0.454015230771292	3	2.33008849557522	2260	24	4	521	6	None	-1	3
24_4_675_6	-12.3773110097895	3.36711903758172	2	1.69672131147541	1342	24	4	675	6	None	-1	3
24_5_360_6	4.61971087272975	-5.45240506632248	3	1.93912492073557	1577	24	5	360	6	None	-1	3
24_5_520_6	2.22494186840787	-12.5090440016397	3	2.05272838749234	1631	24	5	520	6	None	-1	3
24_5_521_6	-25.3324261956916	-5.92320285843036	2	2.74738783036263	1627	24	5	521	6	None	-1	3
24_5_675_6	-5.08834168174261	2.48233029409	2	1.61734104046243	865	24	5	675	6	None	-1	3
24_6_360_6	8.50939901425902	1.42936099343334	3	1.96194635059264	1603	24	6	360	6	None	-1	3
24_6_520_6	-24.6411206859638	-3.65694778516181	2	2.89438085327784	1922	24	6	520	6	None	-1	3
24_6_521_6	-25.1295466791395	-5.2214901545116	2	2.96072851451338	1757	24	6	521	6	None	-1	3
24_6_675_6	-3.47718184522843	1.48840315710054	3	1.75955414012739	1256	24	6	675	6	None	-1	3
24_7_360_6	5.53737565505131	-7.9018089979326	3	2.10523150932051	1663	24	7	360	6	None	-1	3
24_7_520_6	-22.1596688523209	-5.86450137842241	2	2.63200339558574	2356	24	7	520	6	None	-1	3
24_7_521_6	11.1014342321287	4.12113512987311	3	2.30775975449364	2281	24	7	521	6	None	-1	3
24_7_675_6	6.82050109367739	-3.86752063271666	3	2.00307455803228	1301	24	7	675	6	None	-1	3
24_8_360_6	5.69002365468107	-18.2852725511252	3	1.958984375	1536	24	8	360	6	None	-1	3
24_8_520_6	-24.5824668436297	-4.62587206715753	2	3.09666080843585	2276	24	8	520	6	None	-1	3
24_8_521_6	9.54199630168101	3.127818606163	3	2.16545123062899	2194	24	8	521	6	None	-1	3
24_8_675_6	-3.72576366062468	0.202934849244638	2	1.59547738693467	796	24	8	675	6	HopX	-1	3
24_9_360_6	10.3535856299355	-15.6882167013316	3	2.07639751552795	1610	24	9	360	6	None	-1	3
24_9_520_6	8.58802119806356	1.88464273026175	3	2.13024282560706	1812	24	9	520	6	None	-1	3
24_9_521_6	13.6867303326734	10.9724999594949	3	2.34823242584315	2461	24	9	521	6	None	-1	3
24_9_675_6	-10.1357687538439	3.29068952572811	2	1.51617647058824	680	24	9	675	6	None	-1	3
25_10_360_6	0.442428024909998	-23.158820849398	3	1.85724282715185	1429	25	10	360	6	None	-1	3
25_10_520_6	-22.311796293002	-6.02593012674252	2	2.2829064919595	1679	25	10	520	6	None	-1	3
25_10_521_6	-24.6951285641707	-5.11525473599478	2	2.96602195504443	1913	25	10	521	6	None	-1	3
25_10_675_6	-9.70358441035331	-9.93508487299637	2	1.78947368421053	1235	25	10	675	6	None	-1	3
25_11_360_6	8.10974837036318	-17.9865680242226	3	1.84106891701828	1422	25	11	360	6	None	-1	3
25_11_520_6	-25.0338467509006	-5.70403004391859	2	2.70695053224796	1597	25	11	520	6	None	-1	3
25_11_521_6	-24.5826681253644	-5.9885294052059	2	2.87631143014909	1811	25	11	521	6	None	-1	3
25_11_675_6	-23.6184076796433	-6.73057104369932	2	2.43152257077276	1307	25	11	675	6	None	-1	3
25_12_360_6	14.825691536729	-18.5315153185206	3	1.92958486600105	1903	25	12	360	6	HopX	-1	3
25_12_520_6	-21.7732791493911	-3.48852046524522	2	2.27458180334557	2451	25	12	520	6	None	-1	3
25_12_521_6	-24.5251583293843	-2.17031929724796	2	3.05725567620928	3039	25	12	521	6	None	-1	3
25_12_675_6	-24.2958934869258	-2.2194805381787	2	3.67193523515806	2594	25	12	675	6	None	-1	3
25_13_360_6	-7.40093521450916	4.38013195566238	1	1.60080971659919	1235	25	13	360	6	None	-1	3
25_13_520_6	-4.23039166872897	14.6942118872367	1	2.01362781954887	2128	25	13	520	6	None	-1	3
25_13_521_6	-15.4446716538769	7.61666503792324	1	2.12141941000428	2339	25	13	521	6	None	-1	3
25_13_675_6	-24.2130529771854	-7.62762075448267	2	2.49762658227848	1264	25	13	675	6	None	-1	3
25_14_520_6	-14.354975472759	10.7445639677193	1	1.7823240589198	1833	25	14	520	6	None	-1	3
25_14_521_6	-11.1821508040296	15.5096671395709	1	1.99817268158977	2189	25	14	521	6	None	-1	3
25_14_675_6	-12.0340060013356	8.88618469391989	1	1.6410670978173	1237	25	14	675	6	None	-1	3
25_15_520_6	-7.96234733934591	13.8768982114565	1	1.78472906403941	2030	25	15	520	6	None	-1	3
25_15_521_6	-9.22155651377288	19.9446884934584	1	2.04436038514443	2908	25	15	521	6	None	-1	3
25_15_675_6	-9.27678530327372	7.13075391085692	1	1.88465204957102	2098	25	15	675	6	None	-1	3
25_16_675_6	-8.95644363273513	6.55102031247549	1	1.69196822594881	1133	25	16	675	6	None	-1	3
25_17_360_6	-13.6704403956171	13.2068648620001	1	2.10832991382848	2437	25	17	360	6	None	-1	3
25_18_360_6	-13.6558123058964	12.9231336337295	1	2.09289843104872	2422	25	18	360	6	None	-1	3
25_20_200_6	-6.24190560342007	-18.5866233054233	2	2.68815744825246	2947	25	20	200	6	None	-1	3
25_24_200_6	-6.56235739882031	9.74725862046172	1	1.89307851239669	1936	25	24	200	6	None	-1	3
25_25_1_6	-14.9709287074451	-3.16128393910233	2	1.94860579551668	1829	25	25	1	6	None	-1	3
25_25_200_6	-6.04764497982928	19.5550555538446	1	2.321487331359	3039	25	25	200	6	HopX	-1	3
25_26_1_6	-11.5518471423495	-10.4547604201361	2	1.93279569892473	1860	25	26	1	6	None	-1	3
25_28_1_6	-6.0861407686625	18.3169509071897	1	2.06205619018216	3239	25	28	1	6	None	-1	3
25_29_1_6	-7.20165654858013	13.8144968959956	1	1.72917681441792	2053	25	29	1	6	None	-1	3
25_2_520_6	6.66376443377474	-7.88753852922313	3	1.79102040816327	1225	25	2	520	6	None	-1	3
25_2_521_6	3.87444828673305	-6.02482934002667	3	1.93798024149287	1822	25	2	521	6	None	-1	3
25_3_360_6	-3.83085948514522	2.27958976080824	2	1.65592417061611	1055	25	3	360	6	None	-1	3
25_3_520_6	0.195268298658705	-8.15509129370592	3	1.66178861788618	1230	25	3	520	6	None	-1	3
25_3_521_6	8.69438200771573	-17.0743756303925	3	2.03448275862069	1450	25	3	521	6	None	-1	3
25_4_360_6	5.97431494422948	-22.4405850437957	3	2.10625620655412	2014	25	4	360	6	None	-1	3
25_4_520_6	14.3836036755927	-9.59453979327103	3	1.94611819235226	1726	25	4	520	6	None	-1	3
25_4_521_6	8.00271163608713	3.16848657679122	3	2.10861423220974	1869	25	4	521	6	None	-1	3
25_5_360_6	11.1637699822315	-12.1658477880778	3	2.00132802124834	1506	25	5	360	6	None	-1	3
25_5_520_6	8.10540929076125	0.805046099109946	3	1.97292069632495	1551	25	5	520	6	None	-1	3
25_5_521_6	5.94936021271202	-12.1464135925417	3	1.98327974276527	1555	25	5	521	6	None	-1	3
25_6_360_6	6.8433185674524	-5.91873921522216	3	2.05385097056982	1597	25	6	360	6	None	-1	3
25_6_520_6	5.80594872838657	-5.26391565309674	3	2.0329754601227	1304	25	6	520	6	None	-1	3
25_6_521_6	5.41342300534879	-4.38726873770072	3	1.95708446866485	1468	25	6	521	6	None	-1	3
25_7_360_6	7.02117843618762	-0.552699616141621	3	1.94694632942628	1621	25	7	360	6	None	-1	3
25_7_520_6	5.29734673260469	-6.79390650890682	3	1.85454545454545	1265	25	7	520	6	None	-1	3
25_7_521_6	-22.1614707319113	-5.20504731617483	2	2.70895140664962	1955	25	7	521	6	None	-1	3
25_7_675_6	-22.9734509953277	-11.7285985828787	2	2.37788331071913	1474	25	7	675	6	None	-1	3
25_8_360_6	10.034055820621	-16.8049510861612	3	2.03766879886283	1407	25	8	360	6	None	-1	3
25_8_520_6	7.70989308498701	-6.60820610712112	3	1.90138888888889	1440	25	8	520	6	None	-1	3
25_8_521_6	-23.8645090076851	-7.24383778561932	2	2.81277955271565	1565	25	8	521	6	None	-1	3
25_8_675_6	-22.8097547209235	-7.30693423598432	2	2.65840220385675	1089	25	8	675	6	None	-1	3
25_9_360_6	3.50590298797125	-3.61471252793756	3	1.76689189189189	888	25	9	360	6	None	-1	3
25_9_520_6	-22.5531755578294	-11.0068135604135	2	2.26640625	1280	25	9	520	6	None	-1	3
25_9_521_6	-25.2437702610228	-7.04146069226077	2	2.87632729544035	1601	25	9	521	6	None	-1	3
25_9_675_6	-6.37789195455746	-7.02730283217279	2	1.58288770053476	561	25	9	675	6	None	-1	3
26_10_360_6	9.94514443713856	-8.11305308718969	3	2.00915455035003	1857	26	10	360	6	None	-1	3
26_10_520_6	10.4435528172053	3.74736124702455	3	2.12245989304813	1870	26	10	520	6	None	-1	3
26_10_521_6	15.9587866514337	-3.22664671167092	3	2.38954675377705	2449	26	10	521	6	None	-1	3
26_10_675_6	-10.2725237879277	-8.94408300070274	2	1.94903086862886	1393	26	10	675	6	None	-1	3
26_11_360_6	-3.44223562022558	-4.53815378323812	2	1.57475083056478	602	26	11	360	6	None	-1	3
26_11_520_6	0.193604173059804	-16.0845348910619	3	1.88362068965517	1856	26	11	520	6	None	-1	3
26_11_521_6	1.16322448721584	-16.7731502944347	2	2.0863804981452	1887	26	11	521	6	None	-1	3
26_11_675_6	-8.364472581782	-12.7906650558041	2	1.62841530054645	1098	26	11	675	6	None	-1	3
26_12_520_6	-6.17010445695168	13.4593495055594	1	1.83780991735537	1936	26	12	520	6	None	-1	3
26_12_521_6	-4.11847692817529	7.42204651948658	1	2.00986121256392	2738	26	12	521	6	None	-1	3
26_13_521_6	-6.61155748766966	0.88587809563579	1	1.85906793935991	1781	26	13	521	6	None	-1	3
26_14_520_6	-10.2905368752181	-10.2193678981213	2	1.61709401709402	1170	26	14	520	6	None	-1	3
26_14_521_6	-13.4514953690804	-5.0115101201963	2	1.71463866584311	1619	26	14	521	6	None	-1	3
26_14_675_6	-9.05729148632403	4.87279183454062	1	1.33212341197822	551	26	14	675	6	None	-1	3
26_15_521_6	-6.7407945670669	9.04546372430896	1	1.69904240766074	1462	26	15	521	6	None	-1	3
26_15_675_6	-9.24477604618001	8.07959643298524	1	1.68834355828221	1630	26	15	675	6	None	-1	3
26_16_520_6	-9.2350283960296	16.6259361643579	1	1.88186932064042	2311	26	16	520	6	None	-1	3
26_16_521_6	-8.81528171675694	15.9955325533206	1	1.77902097902098	2145	26	16	521	6	None	-1	3
26_16_675_6	-8.79237701347979	15.9583946625126	1	2.11282798833819	3430	26	16	675	6	None	-1	3
26_17_360_6	-10.6275853570118	20.1757749604557	1	2.56186224489796	3136	26	17	360	6	None	-1	3
26_17_520_6	-7.61837222401333	15.0545058108616	1	1.84420148379539	2561	26	17	520	6	None	-1	3
26_17_521_6	-11.3396392757714	10.6875899207165	1	1.86807181889149	2562	26	17	521	6	Isl1	-1	3
26_18_360_6	-7.45464237434779	17.2405941880841	1	2.20547401824673	2521	26	18	360	6	None	-1	3
26_18_520_6	-6.45857093994151	9.92002867040101	1	1.96019900497512	2211	26	18	520	6	None	-1	3
26_19_360_6	-6.95229417452277	18.4879773802441	1	1.99273519796586	2753	26	19	360	6	HopX	-1	3
26_20_360_6	-14.9507227371833	6.71463246428976	1	2.23606557377049	2135	26	20	360	6	Isl1	-1	3
26_2_520_6	1.9799741548403	-4.91713621750126	3	1.76339794754846	1754	26	2	520	6	None	-1	3
26_2_521_6	12.5081013100524	10.1701462311535	3	2.17428087986464	2364	26	2	521	6	None	-1	3
26_3_520_6	13.1793958026595	-10.6508546239673	3	1.93233082706767	1729	26	3	520	6	None	-1	3
26_3_521_6	14.8096087224761	-12.618884248801	3	1.98706199460916	1855	26	3	521	6	None	-1	3
26_4_520_6	10.711238270774	-17.6183207234394	3	1.97041800643087	1555	26	4	520	6	None	-1	3
26_4_521_6	12.3202121789134	-3.67037539937138	3	2.19151977131968	2099	26	4	521	6	None	-1	3
26_5_520_6	9.09086647880645	-5.42472408598979	3	1.91196994095545	1863	26	5	520	6	None	-1	3
26_5_521_6	21.4027388904285	-12.2416559928528	3	2.11564339781329	2378	26	5	521	6	None	-1	3
26_6_360_6	2.87883627579716	-8.08909794997197	3	2.17222222222222	1980	26	6	360	6	None	-1	3
26_6_520_6	9.86979898550048	-0.699695931094484	3	2.10284090909091	1760	26	6	520	6	None	-1	3
26_6_521_6	11.4024157611385	3.18918632201657	3	2.38166417538615	2007	26	6	521	6	HopX	-1	3
26_7_360_6	10.6139712290083	5.59928339716707	3	2.14393530997305	1855	26	7	360	6	None	-1	3
